studentID,problemID,time,option1selected,option1correct,option2selected,option2correct,option3selected,option3correct,option4selected,option4correct,option5selected,option5correct
323,3,54:15.1,t,t,f,f,f,t,f,f,t,t
278,3,07:37.0,t,t,t,t,t,f,t,t,f,f
295,28,40:55.0,t,t,f,t,t,t,t,t,t,t
227,3,19:47.3,t,t,t,t,f,t,t,t,f,f
360,27,23:47.0,t,t,f,f,,,,,,
337,3,13:27.9,t,t,t,t,f,t,t,t,f,f
240,3,35:48.5,t,t,t,t,f,t,t,t,t,t
324,30,17:18.0,f,f,f,t,f,f,f,f,t,t
298,28,04:31.4,t,t,t,f,t,t,t,t,f,f
252,3,39:45.9,t,t,t,t,f,t,t,t,t,t
373,3,11:25.7,t,t,t,t,t,f,t,t,f,f
350,28,42:57.7,t,t,f,t,t,t,t,t,t,t
333,28,14:05.8,t,t,f,t,t,t,f,f,f,f
338,3,32:59.1,t,t,f,f,t,f,t,t,t,t
280,3,27:50.5,t,t,t,t,f,t,f,f,t,t
337,3,10:27.8,f,f,t,t,f,t,f,f,f,f
334,3,48:33.2,t,t,f,f,f,t,f,f,f,f
298,27,11:58.0,t,t,f,f,,,,,,
323,3,57:25.5,t,t,t,t,f,t,t,t,t,t
337,3,25:55.2,t,t,t,t,f,t,t,t,t,t
304,3,13:49.2,t,t,t,t,f,t,t,t,t,t
376,30,22:58.9,t,t,f,t,t,t,t,t,t,t
257,3,17:20.4,f,f,t,t,f,t,f,f,t,t
329,3,18:57.2,t,t,t,t,f,t,t,t,t,t
270,3,20:28.5,t,t,t,t,f,t,t,t,t,t
263,3,51:55.4,f,f,f,f,t,f,f,f,f,f
353,27,49:12.2,t,t,f,f,,,,,,
248,3,25:55.1,f,f,t,t,t,f,t,t,f,f
285,31,24:45.3,t,t,f,f,,,,,,
226,3,02:07.5,t,t,f,f,f,t,f,f,f,f
226,3,04:26.6,t,t,f,f,f,t,t,t,t,t
338,3,14:34.1,t,t,f,f,t,f,t,t,f,f
255,28,44:25.7,t,t,f,t,t,t,f,f,f,f
279,3,30:48.7,t,t,t,t,t,f,t,t,t,t
390,27,46:25.6,t,t,f,f,,,,,,
231,3,55:06.8,f,f,t,t,f,t,t,t,f,f
347,3,03:38.8,t,t,t,t,f,t,t,t,t,t
308,27,16:11.7,t,t,f,f,,,,,,
385,3,44:14.3,f,f,t,t,f,t,f,f,f,f
245,27,57:34.9,t,t,f,f,,,,,,
274,29,26:17.0,t,t,f,f,f,t,t,t,t,t
338,3,10:36.5,f,f,t,t,t,f,f,f,t,t
226,28,41:08.8,t,t,f,t,t,t,t,t,t,t
338,3,14:33.8,t,t,f,f,t,f,t,t,f,f
246,3,01:37.9,t,t,f,f,f,t,t,t,t,t
280,28,16:38.1,t,t,f,t,t,t,t,t,t,t
298,28,05:01.5,f,f,t,f,t,t,t,t,t,t
308,3,25:52.2,f,f,t,t,f,t,t,t,f,f
278,3,08:27.0,f,f,t,t,t,f,t,t,f,f
275,3,03:01.2,t,t,t,t,f,t,t,t,f,f
255,28,44:20.8,t,t,t,f,f,f,f,f,f,f
342,28,31:17.7,f,f,f,t,f,f,f,f,f,f
284,29,26:05.4,t,t,f,f,f,t,t,t,t,t
342,3,10:58.0,t,t,f,f,f,t,f,f,f,f
286,3,52:17.8,t,t,f,f,f,t,t,t,t,t
263,3,51:56.5,f,f,f,f,t,f,f,f,f,f
334,3,50:48.8,t,t,t,t,t,f,t,t,f,f
202,28,57:21.2,t,t,f,t,t,t,t,t,t,t
293,27,15:56.2,t,t,f,f,,,,,,
272,3,18:46.0,t,t,t,t,f,t,t,t,t,t
373,27,08:55.1,t,t,f,f,,,,,,
390,30,51:51.6,t,t,f,t,t,t,t,t,t,t
253,3,08:07.6,t,t,t,t,f,t,t,t,t,t
245,28,57:06.6,t,t,f,t,t,t,t,t,t,t
246,27,59:45.6,t,t,f,f,,,,,,
323,28,27:29.3,t,t,t,f,t,t,f,f,t,t
312,3,29:48.6,t,t,t,t,f,t,t,t,t,t
308,3,25:11.5,t,t,t,t,f,t,f,f,f,f
386,31,09:44.6,t,t,f,f,,,,,,
285,30,27:09.7,f,f,t,f,t,t,f,f,f,f
291,3,43:48.5,t,t,t,t,f,t,f,f,f,f
280,3,26:02.1,f,f,t,t,f,t,f,f,t,t
324,30,16:35.9,t,t,f,t,f,f,f,f,f,f
280,28,14:56.3,f,f,f,t,f,f,t,t,f,f
248,27,21:26.3,t,t,f,f,,,,,,
243,3,56:10.5,f,f,t,t,f,t,f,f,f,f
388,27,14:30.8,t,t,f,f,,,,,,
263,28,23:46.8,f,f,f,t,t,t,t,t,f,f
365,3,05:19.8,t,t,f,f,f,t,t,t,t,t
323,3,54:02.8,t,t,f,f,t,f,t,t,f,f
245,3,10:03.2,f,f,f,f,t,f,t,t,f,f
376,30,13:55.4,f,f,t,f,t,t,t,t,t,t
360,3,25:49.1,t,t,f,f,f,t,f,f,t,t
333,28,14:16.0,t,t,f,t,t,t,f,f,t,t
338,3,14:44.0,t,t,f,f,t,f,t,t,t,t
323,3,52:49.6,t,t,f,f,t,f,f,f,t,t
200,29,03:36.2,t,t,t,t,f,t,t,t,t,t
305,3,04:47.8,t,t,t,t,f,t,t,t,t,t
384,28,26:06.6,t,t,f,t,t,t,t,t,t,t
360,28,10:15.5,f,f,t,f,f,f,t,t,t,t
280,3,33:03.4,t,t,f,f,t,f,f,f,t,t
231,3,54:39.2,f,f,t,t,f,t,t,t,t,t
386,30,17:53.0,t,t,f,t,f,f,t,t,t,t
279,3,30:31.6,t,t,f,f,t,f,t,t,t,t
227,3,20:06.9,t,t,t,t,f,t,t,t,t,t
334,3,50:47.5,t,t,t,t,t,f,t,t,f,f
216,3,15:00.6,t,t,f,f,f,t,t,t,f,f
277,3,49:32.0,t,t,t,t,f,t,t,t,t,t
246,3,03:08.4,t,t,t,t,f,t,t,t,t,t
298,28,03:25.1,t,t,t,f,t,t,f,f,f,f
338,27,04:38.0,t,t,f,f,,,,,,
289,27,22:49.2,t,t,f,f,,,,,,
269,3,38:55.1,t,t,f,f,t,f,t,t,f,f
338,3,16:40.6,t,t,f,f,t,f,t,t,f,f
231,27,55:00.3,t,t,f,f,,,,,,
245,28,56:50.0,t,t,t,f,t,t,t,t,f,f
280,3,27:50.1,t,t,t,t,t,f,t,t,t,t
233,3,22:44.7,f,f,t,t,f,t,t,t,f,f
298,28,03:27.4,t,t,t,f,t,t,f,f,f,f
323,3,51:32.9,f,f,f,f,t,f,f,f,f,f
361,3,12:12.3,f,f,f,f,t,f,t,t,f,f
279,3,30:33.0,t,t,f,f,t,f,t,t,t,t
335,28,33:38.3,t,t,f,t,t,t,t,t,t,t
347,3,03:37.4,t,t,t,t,f,t,t,t,t,t
270,3,20:20.9,t,t,f,f,t,f,t,t,t,t
338,3,32:58.9,t,t,f,f,t,f,t,t,t,t
330,27,08:54.3,t,t,f,f,,,,,,
338,3,16:53.4,t,t,t,t,t,f,f,f,t,t
248,3,24:58.2,t,t,f,f,t,f,t,t,f,f
277,3,49:19.2,t,t,f,f,t,f,t,t,t,t
324,30,17:03.7,f,f,f,t,t,t,f,f,f,f
335,3,10:59.2,t,t,t,t,f,t,t,t,f,f
347,3,03:29.4,t,t,t,t,f,t,t,t,t,t
282,3,53:14.8,t,t,f,f,t,f,t,t,f,f
211,3,03:43.7,f,f,t,t,f,t,t,t,f,f
302,3,03:31.9,t,t,f,f,f,t,t,t,f,f
390,30,49:03.5,t,t,f,t,t,t,f,f,f,f
391,3,08:16.2,t,t,t,t,f,t,t,t,t,t
263,3,51:56.2,f,f,f,f,t,f,f,f,f,f
308,3,25:10.3,t,t,t,t,f,t,f,f,f,f
312,3,29:22.2,t,t,f,f,f,t,f,f,f,f
355,3,30:54.7,t,t,t,t,f,t,t,t,t,t
302,28,50:10.2,t,t,f,t,t,t,t,t,t,t
338,3,32:58.3,t,t,f,f,t,f,t,t,t,t
256,3,56:20.2,t,t,t,t,f,t,t,t,t,t
226,3,03:40.2,t,t,f,f,f,t,t,t,t,t
330,29,39:22.2,t,t,t,t,f,t,t,t,t,t
308,3,25:53.5,f,f,t,t,f,t,t,t,f,f
303,30,34:11.7,f,f,f,t,f,f,t,t,f,f
208,3,51:06.2,t,t,f,f,f,t,f,f,t,t
263,3,51:55.8,f,f,f,f,t,f,f,f,f,f
255,3,11:46.9,f,f,f,f,f,t,f,f,t,t
308,27,16:21.9,t,t,f,f,,,,,,
376,29,30:55.7,t,t,t,t,t,f,t,t,f,f
298,28,03:36.7,t,t,t,f,t,t,f,f,f,f
209,28,09:11.9,t,t,f,t,t,t,f,f,t,t
201,3,09:59.4,t,t,t,t,f,t,f,f,f,f
361,27,31:22.1,t,t,t,t,,,,,,
308,3,26:22.7,t,t,t,t,f,t,f,f,t,t
248,28,37:45.6,t,t,t,f,t,t,f,f,f,f
226,3,27:30.2,f,f,f,f,f,t,f,f,t,t
374,3,39:50.2,t,t,t,t,t,f,t,t,f,f
263,28,23:47.3,f,f,f,t,t,t,t,t,f,f
208,3,51:17.8,t,t,t,t,f,t,t,t,t,t
276,30,22:26.6,t,t,f,t,t,t,t,t,f,f
358,27,01:42.8,t,t,f,f,,,,,,
323,3,52:49.7,t,t,f,f,t,f,f,f,t,t
285,30,27:51.7,f,f,f,t,f,f,f,f,f,f
373,3,13:47.8,f,f,t,t,t,f,f,f,f,f
369,28,57:38.3,t,t,f,t,t,t,t,t,t,t
227,3,19:48.6,t,t,t,t,f,t,t,t,f,f
325,28,27:40.8,f,f,t,f,t,t,t,t,t,t
218,3,18:04.6,t,t,t,t,f,t,t,t,t,t
227,27,13:35.0,t,t,f,f,,,,,,
323,3,55:43.4,t,t,t,t,t,f,f,f,f,f
374,28,28:23.7,t,t,t,f,t,t,t,t,t,t
299,3,11:01.6,t,t,f,f,f,t,t,t,f,f
286,28,47:43.6,t,t,t,f,f,f,f,f,f,f
299,3,11:27.9,t,t,t,t,f,t,t,t,f,f
298,27,12:00.6,t,t,f,f,,,,,,
376,30,13:17.4,f,f,t,f,t,t,t,t,f,f
231,27,54:06.8,t,t,f,f,,,,,,
216,3,14:29.9,t,t,f,f,t,f,t,t,t,t
332,28,31:32.9,t,t,f,t,t,t,t,t,t,t
326,28,20:27.4,t,t,t,f,t,t,f,f,f,f
298,28,05:02.4,f,f,t,f,t,t,t,t,t,t
342,3,09:17.2,t,t,f,f,f,t,f,f,f,f
373,27,08:47.4,t,t,f,f,,,,,,
325,27,37:34.6,t,t,f,f,,,,,,
298,28,03:34.8,t,t,t,f,t,t,f,f,f,f
374,3,38:19.8,t,t,f,f,f,t,f,f,f,f
270,28,50:47.8,t,t,t,f,t,t,f,f,f,f
246,28,19:46.2,t,t,t,f,t,t,t,t,t,t
376,29,31:01.3,t,t,t,t,t,f,f,f,f,f
266,28,30:32.8,t,t,f,t,t,t,t,t,t,t
338,3,32:58.5,t,t,f,f,t,f,t,t,t,t
347,3,02:04.1,t,t,t,t,f,t,t,t,t,t
381,30,31:11.0,f,f,t,f,t,t,t,t,t,t
256,3,55:29.5,f,f,t,t,f,t,f,f,f,f
280,3,27:50.4,t,t,t,t,t,f,f,f,t,t
251,3,48:36.6,t,t,t,t,f,t,f,f,f,f
307,3,11:40.2,f,f,f,f,t,f,f,f,f,f
325,28,27:44.1,f,f,t,f,f,f,t,t,t,t
251,27,06:29.5,t,t,f,f,,,,,,
251,3,50:43.6,t,t,t,t,f,t,f,f,f,f
215,27,32:04.6,t,t,f,f,,,,,,
374,3,37:28.2,f,f,f,f,f,t,t,t,f,f
279,3,29:54.8,t,t,t,t,t,f,t,t,f,f
360,3,25:33.5,t,t,t,t,f,t,f,f,t,t
308,27,15:59.8,t,t,f,f,,,,,,
257,3,18:31.6,t,t,f,f,f,t,f,f,t,t
298,28,02:23.2,t,t,t,f,f,f,t,t,f,f
303,30,34:22.5,f,f,f,t,f,f,t,t,t,t
374,28,29:34.6,f,f,f,t,t,t,t,t,t,t
230,29,06:17.5,t,t,t,t,f,t,t,t,t,t
253,28,53:04.2,t,t,f,t,t,t,t,t,t,t
274,31,27:36.5,t,t,f,f,,,,,,
278,3,07:36.3,t,t,t,t,t,f,t,t,f,f
323,3,53:42.1,t,t,t,t,t,f,t,t,t,t
248,27,21:19.3,t,t,f,f,,,,,,
291,30,30:49.4,t,t,f,t,f,f,t,t,t,t
233,3,18:03.1,t,t,f,f,f,t,f,f,f,f
334,3,50:19.3,t,t,t,t,f,t,t,t,f,f
263,3,51:55.5,f,f,f,f,t,f,f,f,f,f
381,30,28:48.5,t,t,t,f,t,t,f,f,t,t
275,3,49:48.4,t,t,t,t,t,f,t,t,f,f
276,30,21:46.1,t,t,f,t,t,t,t,t,t,t
323,28,27:44.3,t,t,f,t,t,t,t,t,t,t
386,30,17:55.9,t,t,f,t,t,t,t,t,t,t
260,30,56:52.7,f,f,t,f,t,t,t,t,t,t
274,30,26:12.9,t,t,f,t,t,t,t,t,t,t
282,27,46:36.4,t,t,f,f,,,,,,
309,28,51:34.3,t,t,f,t,f,f,f,f,t,t
334,3,50:19.9,t,t,t,t,f,t,t,t,f,f
302,3,05:44.5,f,f,f,f,f,t,t,t,t,t
303,30,31:51.3,f,f,f,t,f,f,t,t,f,f
360,28,10:37.3,f,f,f,t,f,f,t,t,t,t
374,3,40:09.0,t,t,f,f,t,f,f,f,f,f
259,27,58:35.4,t,t,f,f,,,,,,
312,28,32:08.6,t,t,f,t,t,t,t,t,t,t
226,3,04:53.9,f,f,f,f,f,t,t,t,f,f
286,28,42:37.7,t,t,t,f,f,f,f,f,f,f
215,31,33:05.9,t,t,f,f,,,,,,
286,28,08:33.8,t,t,t,f,f,f,f,f,t,t
326,3,06:52.6,f,f,t,t,t,f,t,t,t,t
235,3,01:37.0,t,t,t,t,f,t,t,t,t,t
327,3,22:32.2,f,f,t,t,f,t,f,f,t,t
305,28,21:12.4,t,t,f,t,t,t,t,t,t,t
329,27,16:53.0,t,t,f,f,,,,,,
246,27,59:26.4,t,t,f,f,,,,,,
256,28,12:49.6,t,t,f,t,t,t,t,t,t,t
248,3,24:23.3,t,t,t,t,t,f,t,t,f,f
387,27,01:14.0,t,t,f,f,,,,,,
307,28,40:24.2,t,t,f,t,t,t,f,f,f,f
298,28,05:01.3,f,f,t,f,t,t,t,t,t,t
384,27,04:21.8,t,t,t,t,,,,,,
272,3,18:09.8,t,t,f,f,f,t,t,t,f,f
308,3,25:52.4,f,f,t,t,f,t,t,t,f,f
327,3,10:40.2,t,t,f,f,t,f,t,t,f,f
253,3,05:01.9,f,f,t,t,f,t,f,f,f,f
334,3,50:50.6,t,t,t,t,t,f,t,t,f,f
257,3,27:54.3,t,t,t,t,f,t,t,t,t,t
323,3,52:50.7,t,t,f,f,t,f,f,f,t,t
374,3,08:30.8,t,t,f,f,f,t,f,f,f,f
208,3,50:20.5,t,t,f,f,t,f,t,t,t,t
218,27,11:05.3,t,t,f,f,,,,,,
260,30,10:54.8,t,t,f,t,t,t,t,t,t,t
303,30,34:12.0,f,f,f,t,f,f,t,t,f,f
311,3,10:20.1,f,f,t,t,f,t,f,f,f,f
290,28,15:43.5,t,t,f,t,f,f,t,t,t,t
282,3,36:05.8,t,t,t,t,t,f,f,f,t,t
215,30,46:07.9,t,t,f,t,t,t,t,t,t,t
326,3,07:00.3,f,f,f,f,t,f,t,t,f,f
343,3,20:38.2,t,t,f,f,t,f,f,f,f,f
303,30,44:47.5,t,t,f,t,f,f,f,f,f,f
308,3,25:11.1,t,t,t,t,f,t,f,f,f,f
230,30,39:27.6,t,t,f,t,t,t,f,f,f,f
226,3,05:01.8,t,t,f,f,f,t,t,t,f,f
245,3,10:33.7,f,f,t,t,f,t,f,f,t,t
260,29,08:18.4,t,t,t,t,f,t,t,t,t,t
285,30,27:46.2,t,t,t,f,t,t,f,f,f,f
373,27,08:45.6,t,t,f,f,,,,,,
219,3,11:42.7,t,t,f,f,f,t,t,t,t,t
385,3,44:18.3,f,f,f,f,f,t,f,f,f,f
253,3,07:16.9,f,f,f,f,f,t,t,t,t,t
219,28,29:52.1,t,t,f,t,t,t,t,t,t,t
386,29,44:23.8,t,t,t,t,t,f,f,f,t,t
231,3,54:51.8,f,f,t,t,f,t,t,t,f,f
374,27,35:16.1,t,t,f,f,,,,,,
239,28,14:44.8,t,t,f,t,f,f,t,t,t,t
286,28,41:09.3,t,t,t,f,t,t,t,t,f,f
373,27,09:17.5,t,t,f,f,,,,,,
218,3,13:19.1,t,t,f,f,f,t,t,t,f,f
245,28,56:59.4,f,f,t,f,t,t,t,t,t,t
295,27,18:41.7,t,t,f,f,,,,,,
299,3,09:49.9,f,f,t,t,t,f,t,t,f,f
390,29,40:28.4,t,t,t,t,f,t,t,t,t,t
376,30,12:35.9,t,t,f,t,f,f,f,f,f,f
257,3,20:54.5,t,t,f,f,f,t,t,t,f,f
325,28,37:00.3,t,t,f,t,t,t,t,t,f,f
357,3,20:25.6,t,t,t,t,t,f,f,f,f,f
334,3,50:50.9,t,t,t,t,t,f,t,t,f,f
338,3,14:31.0,t,t,f,f,t,f,t,t,f,f
226,3,30:15.0,t,t,t,t,f,t,t,t,t,t
278,3,06:30.0,t,t,t,t,t,f,t,t,t,t
329,3,18:38.6,t,t,f,f,f,t,f,f,f,f
249,3,45:17.5,t,t,t,t,f,t,t,t,t,t
308,3,24:38.3,f,f,t,t,f,t,f,f,f,f
253,3,07:39.3,t,t,f,f,t,f,f,f,t,t
320,28,37:16.4,t,t,f,t,t,t,f,f,t,t
338,3,09:28.5,t,t,f,f,t,f,f,f,f,f
263,28,23:47.1,f,f,f,t,t,t,t,t,f,f
298,28,04:32.5,t,t,t,f,t,t,t,t,f,f
341,29,52:19.0,t,t,t,t,f,t,t,t,t,t
361,27,31:32.6,t,t,f,f,,,,,,
276,28,10:12.1,f,f,t,f,t,t,t,t,t,t
244,28,23:49.4,t,t,f,t,t,t,t,t,t,t
323,3,53:22.2,f,f,f,f,f,t,f,f,t,t
343,3,20:10.9,t,t,f,f,t,f,f,f,f,f
282,28,19:37.1,t,t,f,t,t,t,t,t,t,t
209,27,09:49.9,t,t,f,f,,,,,,
327,3,16:25.4,t,t,t,t,f,t,t,t,t,t
253,3,06:41.4,t,t,t,t,f,t,f,f,f,f
227,3,19:48.2,t,t,t,t,f,t,t,t,f,f
323,3,55:48.8,f,f,f,f,t,f,t,t,t,t
264,27,51:02.9,t,t,f,f,,,,,,
242,3,30:19.0,t,t,f,f,t,f,t,t,f,f
246,29,51:22.4,t,t,t,t,f,t,t,t,t,t
298,3,15:08.5,t,t,t,t,f,t,t,t,t,t
385,3,44:14.5,f,f,t,t,f,t,f,f,f,f
334,27,39:51.5,t,t,f,f,,,,,,
245,3,11:12.4,t,t,t,t,f,t,t,t,t,t
287,28,32:53.7,t,t,t,f,f,f,t,t,t,t
235,28,01:40.2,t,t,f,t,t,t,t,t,t,t
255,3,16:01.3,t,t,t,t,f,t,t,t,f,f
373,3,13:55.9,t,t,t,t,t,f,t,t,t,t
208,3,44:05.5,t,t,t,t,t,f,f,f,f,f
313,28,10:44.5,t,t,f,t,t,t,t,t,t,t
338,3,14:43.3,t,t,f,f,t,f,t,t,t,t
200,29,01:59.1,f,f,f,f,t,f,f,f,t,t
303,30,33:44.9,t,t,f,t,f,f,f,f,f,f
300,3,26:14.5,t,t,f,f,f,t,t,t,f,f
300,3,25:58.5,t,t,f,f,f,t,f,f,f,f
379,3,17:35.1,t,t,f,f,f,t,t,t,t,t
263,28,22:37.8,f,f,f,t,t,t,f,f,f,f
276,28,15:34.8,t,t,f,t,t,t,t,t,t,t
308,3,25:11.7,t,t,t,t,f,t,f,f,f,f
263,28,23:46.3,f,f,f,t,t,t,t,t,f,f
276,30,19:14.5,t,t,t,f,t,t,f,f,t,t
350,3,34:09.1,t,t,f,f,f,t,f,f,t,t
376,29,31:03.8,t,t,t,t,t,f,f,f,t,t
303,30,44:25.5,f,f,t,f,f,f,f,f,f,f
226,3,29:41.4,f,f,f,f,f,t,t,t,f,f
330,31,09:47.2,t,t,f,f,,,,,,
390,30,49:05.1,t,t,f,t,t,t,f,f,f,f
323,3,57:18.9,t,t,f,f,t,f,t,t,t,t
386,29,49:49.6,t,t,t,t,f,t,t,t,t,t
214,3,54:10.4,t,t,f,f,t,f,t,t,f,f
213,27,25:26.6,t,t,f,f,,,,,,
253,3,06:18.2,f,f,f,f,t,f,f,f,f,f
266,31,40:39.3,t,t,f,f,,,,,,
266,3,15:21.0,t,t,t,t,f,t,t,t,t,t
309,27,19:28.4,t,t,f,f,,,,,,
337,3,11:17.7,f,f,t,t,f,t,f,f,f,f
269,3,38:07.7,t,t,t,t,t,f,t,t,f,f
246,28,19:57.4,f,f,t,f,t,t,t,t,t,t
381,30,28:47.4,t,t,t,f,t,t,f,f,t,t
227,3,19:48.9,t,t,t,t,f,t,t,t,f,f
301,3,08:14.2,t,t,t,t,f,t,t,t,t,t
391,3,05:14.5,t,t,t,t,t,f,t,t,f,f
341,30,45:59.1,t,t,t,f,f,f,t,t,t,t
350,3,35:55.0,t,t,t,t,f,t,f,f,t,t
334,3,50:47.4,t,t,t,t,t,f,t,t,f,f
385,3,47:19.5,f,f,t,t,f,t,f,f,f,f
347,3,59:36.6,f,f,t,t,f,t,f,f,f,f
303,30,44:45.3,f,f,f,t,f,f,f,f,t,t
321,27,11:43.2,t,t,f,f,,,,,,
323,3,55:52.5,f,f,t,t,t,f,f,f,t,t
257,3,18:49.8,t,t,t,t,f,t,f,f,t,t
312,28,32:03.6,t,t,t,f,f,f,t,t,t,t
323,3,52:36.1,t,t,f,f,f,t,t,t,t,t
334,3,51:01.0,t,t,t,t,t,f,t,t,f,f
374,3,39:44.3,t,t,t,t,t,f,t,t,t,t
302,3,06:59.5,t,t,f,f,f,t,f,f,t,t
324,30,16:43.9,f,f,t,f,f,f,f,f,f,f
323,3,57:05.5,t,t,t,t,t,f,t,t,f,f
267,30,31:14.5,f,f,f,t,t,t,f,f,f,f
280,28,14:06.7,f,f,f,t,f,f,f,f,t,t
337,3,10:28.5,f,f,t,t,f,t,f,f,f,f
264,3,57:43.7,t,t,t,t,f,t,t,t,t,t
298,3,14:23.6,t,t,f,f,t,f,t,t,f,f
308,3,25:47.6,f,f,f,f,f,t,t,t,t,t
293,3,19:31.5,t,t,t,t,f,t,t,t,t,t
337,28,19:49.7,f,f,f,t,f,f,t,t,f,f
290,28,15:42.9,t,t,f,t,f,f,t,t,t,t
293,3,19:29.1,t,t,t,t,f,t,t,t,f,f
385,3,07:14.3,t,t,f,f,f,t,f,f,f,f
284,29,25:03.7,t,t,t,t,t,f,t,t,f,f
332,3,32:48.5,t,t,t,t,f,t,t,t,t,t
360,28,10:57.8,t,t,f,t,t,t,t,t,t,t
328,3,16:18.6,f,f,f,f,t,f,f,f,f,f
326,3,06:55.4,f,f,t,t,t,f,t,t,f,f
337,3,09:07.8,t,t,t,t,f,t,f,f,f,f
275,3,49:27.2,f,f,t,t,f,t,f,f,f,f
253,3,07:48.8,f,f,t,t,t,f,t,t,f,f
313,3,49:01.7,t,t,f,f,f,t,t,t,f,f
374,3,39:58.0,t,t,f,f,t,f,t,t,f,f
323,3,53:04.7,f,f,t,t,f,t,f,f,f,f
323,3,54:05.1,t,t,f,f,t,f,f,f,f,f
333,3,51:24.6,t,t,t,t,t,f,f,f,f,f
231,27,54:03.3,t,t,f,f,,,,,,
382,29,41:52.0,t,t,t,t,f,t,t,t,t,t
324,30,16:09.3,t,t,f,t,f,f,f,f,f,f
239,27,06:57.0,t,t,f,f,,,,,,
243,28,19:05.4,t,t,t,f,t,t,t,t,t,t
213,28,28:01.1,t,t,f,t,t,t,t,t,t,t
270,3,20:03.8,t,t,f,f,t,f,t,t,f,f
326,27,59:24.4,t,t,f,f,,,,,,
347,3,03:00.8,t,t,t,t,f,t,t,t,t,t
208,3,44:03.0,t,t,t,t,t,f,f,f,t,t
278,3,09:59.3,t,t,f,f,t,f,t,t,t,t
248,3,24:23.1,t,t,t,t,t,f,t,t,f,f
326,28,20:15.1,t,t,t,f,t,t,f,f,t,t
361,3,14:22.6,t,t,t,t,f,t,t,t,t,t
342,28,31:57.0,t,t,f,t,t,t,t,t,t,t
324,30,25:51.6,t,t,f,t,t,t,f,f,t,t
200,29,01:51.0,f,f,f,f,t,f,f,f,t,t
211,27,01:07.4,t,t,f,f,,,,,,
284,29,26:18.7,t,t,t,t,f,t,t,t,t,t
251,3,48:38.8,t,t,f,f,t,f,f,f,f,f
307,27,41:14.6,t,t,f,f,,,,,,
202,28,56:34.2,t,t,f,t,t,t,f,f,t,t
376,30,13:58.4,f,f,t,f,t,t,t,t,t,t
323,3,55:38.7,t,t,t,t,f,t,t,t,f,f
226,3,29:02.3,t,t,f,f,f,t,t,t,t,t
214,3,57:41.7,t,t,f,f,f,t,t,t,t,t
253,3,06:48.0,t,t,f,f,f,t,t,t,f,f
358,3,31:39.6,t,t,f,f,f,t,t,t,f,f
350,3,31:47.8,f,f,f,f,f,t,f,f,t,t
321,3,50:12.1,t,t,t,t,t,f,f,f,t,t
337,3,10:27.6,f,f,t,t,f,t,f,f,f,f
388,3,16:35.1,t,t,f,f,t,f,f,f,t,t
260,30,54:59.9,t,t,t,f,t,t,f,f,t,t
257,3,20:40.6,f,f,t,t,f,t,t,t,t,t
256,28,12:46.7,t,t,f,t,t,t,t,t,t,t
391,27,54:23.1,t,t,f,f,,,,,,
338,3,33:10.0,t,t,t,t,t,f,t,t,f,f
298,27,12:03.9,t,t,f,f,,,,,,
387,3,04:55.8,t,t,t,t,f,t,t,t,t,t
350,3,31:54.4,f,f,f,f,f,t,f,f,t,t
276,3,45:42.4,t,t,t,t,f,t,t,t,t,t
242,3,30:27.6,t,t,f,f,f,t,t,t,t,t
226,3,03:39.7,t,t,f,f,f,t,t,t,t,t
338,3,33:11.4,t,t,t,t,t,f,t,t,t,t
246,28,19:49.8,f,f,t,f,t,t,t,t,t,t
286,3,52:04.3,f,f,f,f,f,t,t,t,f,f
249,3,44:39.4,f,f,f,f,f,t,t,t,f,f
233,3,20:12.7,f,f,f,f,f,t,t,t,f,f
338,3,33:15.6,t,t,t,t,f,t,t,t,t,t
334,3,48:34.8,t,t,f,f,f,t,f,f,f,f
334,3,50:18.2,t,t,t,t,f,t,t,t,f,f
343,3,24:17.9,t,t,t,t,f,t,t,t,t,t
231,28,31:22.2,t,t,f,t,t,t,t,t,t,t
374,3,03:47.0,f,f,f,f,t,f,f,f,t,t
323,3,53:04.2,f,f,t,t,f,t,f,f,f,f
249,30,57:40.2,f,f,f,t,t,t,t,t,f,f
337,27,07:34.9,t,t,f,f,,,,,,
312,28,31:18.2,t,t,t,f,f,f,f,f,f,f
385,27,41:15.9,t,t,f,f,,,,,,
376,30,13:56.3,f,f,t,f,t,t,t,t,t,t
374,3,08:27.8,t,t,t,t,f,t,f,f,f,f
330,27,09:05.7,t,t,f,f,,,,,,
338,3,09:27.1,t,t,f,f,t,f,f,f,t,t
376,29,30:58.7,t,t,t,t,t,f,t,t,f,f
329,28,25:28.4,t,t,f,t,t,t,t,t,t,t
276,27,34:09.9,t,t,f,f,,,,,,
257,3,20:57.3,t,t,t,t,f,t,t,t,f,f
286,28,08:41.9,t,t,f,t,t,t,t,t,t,t
341,27,45:08.5,t,t,f,f,,,,,,
268,27,16:31.3,t,t,f,f,,,,,,
386,30,16:25.1,t,t,t,f,t,t,t,t,t,t
267,30,31:48.4,t,t,f,t,t,t,t,t,f,f
219,3,18:31.6,t,t,t,t,f,t,t,t,t,t
247,28,01:41.5,t,t,f,t,t,t,t,t,t,t
201,3,17:25.7,t,t,t,t,t,f,t,t,t,t
278,3,08:28.0,f,f,t,t,t,f,t,t,f,f
286,3,52:32.9,t,t,t,t,f,t,t,t,t,t
